Gene Symbol,gene_score,p-value,FDR,Odd ratio,Number of interactions,microRNA 1,microRNA 2,microRNA 3,microRNA 4,microRNA 5,microRNA 6,microRNA 7
IGF2R,0.017857142857142905,0.536,0.636,0.754,1,hsa-miR-412-3p,,,,,,
LDHA,0.017857142857142905,0.536,0.636,0.754,1,hsa-miR-4282,,,,,,
LIPA,0.017857142857142905,0.536,0.636,0.754,1,hsa-miR-548h-5p,,,,,,
ZBTB34,0.017857142857142905,0.761,0.776,1.39,1,hsa-miR-134-3p,,,,,,
NDUFA7,0.017857142857142905,0.536,0.636,0.754,1,hsa-miR-6847-3p,,,,,,
ANKRD33B,0.017857142857142905,0.547,0.639,0.776,1,hsa-miR-1253,,,,,,
PCNX2,0.017857142857142905,0.536,0.636,0.754,1,hsa-miR-4722-3p,,,,,,
CRKL,0.017857142857142905,0.761,0.776,1.39,1,hsa-miR-1253,,,,,,
RAB4A,0.017857142857142905,0.536,0.636,0.754,1,hsa-miR-7854-3p,,,,,,
RSRC1,0.017857142857142905,0.536,0.636,0.754,1,hsa-miR-7703,,,,,,
SENP2,0.017857142857142905,0.536,0.636,0.754,1,hsa-miR-4749-5p,,,,,,
STRN,0.017857142857142905,0.536,0.636,0.754,1,hsa-miR-218-2-3p,,,,,,
TNFAIP3,0.017857142857142905,0.536,0.636,0.754,1,hsa-miR-412-3p,,,,,,
ZNF138,0.017857142857142905,0.536,0.636,0.754,1,hsa-miR-412-3p,,,,,,
PPP2CA,0.017857142857142905,0.547,0.639,0.776,1,hsa-miR-218-2-3p,,,,,,
PTK6,0.017857142857142905,0.547,0.639,0.776,1,hsa-miR-5587-5p,,,,,,
RAB21,0.017857142857142905,0.547,0.639,0.776,1,hsa-miR-4722-3p,,,,,,
NR6A1,0.017857142857142905,0.552,0.64,0.786,1,hsa-miR-4524b-5p,,,,,,
CERS2,0.017857142857142905,0.552,0.64,0.786,1,hsa-miR-1253,,,,,,
CLDN4,0.017857142857142905,0.552,0.64,0.786,1,hsa-miR-4741,,,,,,
CLSPN,0.017857142857142905,0.552,0.64,0.786,1,hsa-miR-371b-5p,,,,,,
CNNM3,0.017857142857142905,0.552,0.64,0.786,1,hsa-miR-1229-3p,,,,,,
FAM3C,0.017857142857142905,0.552,0.64,0.786,1,hsa-miR-548h-5p,,,,,,
HIST1H2BJ,0.017857142857142905,0.552,0.64,0.786,1,hsa-miR-4722-3p,,,,,,
HYPK,0.017857142857142905,0.552,0.64,0.786,1,hsa-miR-1229-3p,,,,,,
KIAA1328,0.017857142857142905,0.552,0.64,0.786,1,hsa-miR-6769b-5p,,,,,,
LPP,0.017857142857142905,0.75,0.766,1.35,1,hsa-miR-371b-5p,,,,,,
BCL7A,0.017857142857142905,0.552,0.64,0.786,1,hsa-miR-6769b-5p,,,,,,
PFN1,0.017857142857142905,0.552,0.64,0.786,1,hsa-miR-134-3p,,,,,,
RBFOX2,0.017857142857142905,0.552,0.64,0.786,1,hsa-miR-1253,,,,,,
SEPHS1,0.017857142857142905,0.552,0.64,0.786,1,hsa-miR-7703,,,,,,
TRPS1,0.017857142857142905,0.552,0.64,0.786,1,hsa-miR-371b-5p,,,,,,
TXK,0.017857142857142905,0.552,0.64,0.786,1,hsa-miR-4722-3p,,,,,,
YARS,0.017857142857142905,0.552,0.64,0.786,1,hsa-miR-6774-3p,,,,,,
ZDHHC21,0.017857142857142905,0.552,0.64,0.786,1,hsa-miR-548h-5p,,,,,,
ACAP2,0.017857142857142905,0.557,0.642,0.797,1,hsa-miR-7703,,,,,,
CDC73,0.017857142857142905,0.552,0.64,0.786,1,hsa-miR-371b-5p,,,,,,
BBC3,0.017857142857142905,0.552,0.64,0.786,1,hsa-miR-6769b-5p,,,,,,
RFT1,0.017857142857142905,0.547,0.639,0.776,1,hsa-miR-7854-3p,,,,,,
TRIOBP,0.017857142857142905,0.547,0.639,0.776,1,hsa-miR-6769b-5p,,,,,,
TMEM245,0.017857142857142905,0.753,0.769,1.36,1,hsa-miR-4524b-5p,,,,,,
SLC25A16,0.017857142857142905,0.541,0.639,0.765,1,hsa-miR-7703,,,,,,
SLC38A1,0.017857142857142905,0.547,0.639,0.776,1,hsa-miR-6847-3p,,,,,,
SUMO1,0.017857142857142905,0.75,0.766,1.35,1,hsa-miR-5585-3p,,,,,,
STRIP2,0.017857142857142905,0.547,0.639,0.776,1,hsa-miR-4722-3p,,,,,,
THRA,0.017857142857142905,0.541,0.639,0.765,1,hsa-miR-4741,,,,,,
TIAF1,0.017857142857142905,0.547,0.639,0.776,1,hsa-miR-548h-5p,,,,,,
TRIM37,0.017857142857142905,0.541,0.639,0.765,1,hsa-miR-548h-5p,,,,,,
UBE2B,0.017857142857142905,0.547,0.639,0.776,1,hsa-miR-4722-3p,,,,,,
AURKA,0.017857142857142905,0.552,0.64,0.786,1,hsa-miR-6829-3p,,,,,,
ULK2,0.017857142857142905,0.541,0.639,0.765,1,hsa-miR-6847-3p,,,,,,
ZFP30,0.017857142857142905,0.547,0.639,0.776,1,hsa-miR-4722-3p,,,,,,
ZNF695,0.017857142857142905,0.547,0.639,0.776,1,hsa-miR-7703,,,,,,
ZNF699,0.017857142857142905,0.547,0.639,0.776,1,hsa-miR-7703,,,,,,
POTEG,0.017857142857142905,0.75,0.766,1.35,1,hsa-miR-134-3p,,,,,,
ZNF724,0.017857142857142905,0.541,0.639,0.765,1,hsa-miR-548h-5p,,,,,,
ACTG1,0.017857142857142905,0.552,0.64,0.786,1,hsa-miR-7854-3p,,,,,,
AGMAT,0.017857142857142905,0.552,0.64,0.786,1,hsa-miR-7703,,,,,,
ARL5B,0.017857142857142905,0.764,0.778,1.4,1,hsa-miR-7151-5p,,,,,,
ADO,0.017857142857142905,0.536,0.636,0.754,1,hsa-miR-6722-3p,,,,,,
TOR1AIP1,0.017857142857142905,0.531,0.634,0.743,1,hsa-miR-4722-3p,,,,,,
APOBEC3F,0.017857142857142905,0.521,0.63,0.722,1,hsa-miR-7703,,,,,,
SNAP47,0.017857142857142905,0.515,0.628,0.711,1,hsa-miR-1229-3p,,,,,,
STK38,0.017857142857142905,0.515,0.628,0.711,1,hsa-miR-1253,,,,,,
TPI1,0.017857142857142905,0.515,0.628,0.711,1,hsa-miR-4722-3p,,,,,,
EXOSC2,0.017857142857142905,0.777,0.789,1.45,1,hsa-miR-371b-5p,,,,,,
TTL,0.017857142857142905,0.515,0.628,0.711,1,hsa-miR-1253,,,,,,
ZNF134,0.017857142857142905,0.515,0.628,0.711,1,hsa-miR-3130-3p,,,,,,
ZNF324B,0.017857142857142905,0.515,0.628,0.711,1,hsa-miR-1229-3p,,,,,,
ALKBH5,0.017857142857142905,0.521,0.63,0.722,1,hsa-miR-1253,,,,,,
AQR,0.017857142857142905,0.521,0.63,0.722,1,hsa-miR-3130-3p,,,,,,
PPP6R3,0.017857142857142905,0.515,0.628,0.711,1,hsa-miR-7854-3p,,,,,,
E2F3,0.017857142857142905,0.775,0.787,1.44,1,hsa-miR-660-5p,,,,,,
ATG2A,0.017857142857142905,0.521,0.63,0.722,1,hsa-miR-7703,,,,,,
BHMT2,0.017857142857142905,0.521,0.63,0.722,1,hsa-miR-6829-3p,,,,,,
CLOCK,0.017857142857142905,0.521,0.63,0.722,1,hsa-miR-7703,,,,,,
CSTF2,0.017857142857142905,0.521,0.63,0.722,1,hsa-miR-4282,,,,,,
ENTHD1,0.017857142857142905,0.521,0.63,0.722,1,hsa-miR-6722-3p,,,,,,
FN3K,0.017857142857142905,0.521,0.63,0.722,1,hsa-miR-6722-3p,,,,,,
FUT10,0.017857142857142905,0.521,0.63,0.722,1,hsa-miR-371b-5p,,,,,,
PROSER2,0.017857142857142905,0.515,0.628,0.711,1,hsa-miR-4722-3p,,,,,,
PIGR,0.017857142857142905,0.515,0.628,0.711,1,hsa-miR-7703,,,,,,
PEA15,0.017857142857142905,0.521,0.63,0.722,1,hsa-miR-6769b-5p,,,,,,
TRIM28,0.017857142857142905,0.51,0.625,0.7,1,hsa-miR-4741,,,,,,
RAB13,0.017857142857142905,0.51,0.625,0.7,1,hsa-miR-371b-5p,,,,,,
RFK,0.017857142857142905,0.51,0.625,0.7,1,hsa-miR-4524b-5p,,,,,,
RGS9BP,0.017857142857142905,0.51,0.625,0.7,1,hsa-miR-6847-3p,,,,,,
RNPS1,0.017857142857142905,0.51,0.625,0.7,1,hsa-miR-371b-5p,,,,,,
RPL24,0.017857142857142905,0.51,0.625,0.7,1,hsa-miR-7703,,,,,,
SEPT2,0.017857142857142905,0.51,0.625,0.7,1,hsa-miR-6847-3p,,,,,,
TBRG1,0.017857142857142905,0.51,0.625,0.7,1,hsa-miR-7854-3p,,,,,,
THAP6,0.017857142857142905,0.51,0.625,0.7,1,hsa-miR-4722-3p,,,,,,
TTF2,0.017857142857142905,0.51,0.625,0.7,1,hsa-miR-4282,,,,,,
NAA30,0.017857142857142905,0.515,0.628,0.711,1,hsa-miR-371b-5p,,,,,,
XRCC2,0.017857142857142905,0.51,0.625,0.7,1,hsa-miR-4282,,,,,,
C2orf15,0.017857142857142905,0.375,0.595,0.463,1,hsa-miR-4282,,,,,,
ZNF619,0.017857142857142905,0.51,0.625,0.7,1,hsa-miR-1253,,,,,,
CHD4,0.017857142857142905,0.515,0.628,0.711,1,hsa-miR-1229-3p,,,,,,
ELAVL2,0.017857142857142905,0.515,0.628,0.711,1,hsa-miR-371b-5p,,,,,,
ENTPD5,0.017857142857142905,0.515,0.628,0.711,1,hsa-miR-6769b-5p,,,,,,
ESYT2,0.017857142857142905,0.515,0.628,0.711,1,hsa-miR-4722-3p,,,,,,
KIF1B,0.017857142857142905,0.515,0.628,0.711,1,hsa-miR-371b-5p,,,,,,
PAPOLG,0.017857142857142905,0.521,0.63,0.722,1,hsa-miR-7854-3p,,,,,,
PIK3R1,0.017857142857142905,0.521,0.63,0.722,1,hsa-miR-4524b-5p,,,,,,
TMEM106B,0.017857142857142905,0.531,0.634,0.743,1,hsa-miR-4722-3p,,,,,,
HACD2,0.017857142857142905,0.531,0.634,0.743,1,hsa-miR-6722-3p,,,,,,
SLC5A3,0.017857142857142905,0.526,0.632,0.733,1,hsa-miR-548h-5p,,,,,,
SMTNL2,0.017857142857142905,0.526,0.632,0.733,1,hsa-miR-7703,,,,,,
KDM6B,0.017857142857142905,0.767,0.78,1.41,1,hsa-miR-4749-5p,,,,,,
TMEM91,0.017857142857142905,0.526,0.632,0.733,1,hsa-miR-4741,,,,,,
UBE2Q1,0.017857142857142905,0.526,0.632,0.733,1,hsa-miR-6769b-5p,,,,,,
ACVR1B,0.017857142857142905,0.531,0.634,0.743,1,hsa-miR-371b-5p,,,,,,
CLU,0.017857142857142905,0.531,0.634,0.743,1,hsa-miR-4749-5p,,,,,,
FAM53C,0.017857142857142905,0.531,0.634,0.743,1,hsa-miR-548h-5p,,,,,,
KIAA1191,0.017857142857142905,0.531,0.634,0.743,1,hsa-miR-134-3p,,,,,,
PHLPP2,0.017857142857142905,0.526,0.632,0.733,1,hsa-miR-7151-5p,,,,,,
LRRC55,0.017857142857142905,0.531,0.634,0.743,1,hsa-miR-548h-5p,,,,,,
PDGFB,0.017857142857142905,0.531,0.634,0.743,1,hsa-miR-6722-3p,,,,,,
PNPLA6,0.017857142857142905,0.531,0.634,0.743,1,hsa-miR-4524b-5p,,,,,,
RSL1D1,0.017857142857142905,0.531,0.634,0.743,1,hsa-miR-4722-3p,,,,,,
SLC16A9,0.017857142857142905,0.531,0.634,0.743,1,hsa-miR-4524b-5p,,,,,,
SLC25A36,0.017857142857142905,0.531,0.634,0.743,1,hsa-miR-1253,,,,,,
TP53,0.017857142857142905,0.764,0.778,1.4,1,hsa-miR-6722-3p,,,,,,
TECPR2,0.017857142857142905,0.531,0.634,0.743,1,hsa-miR-6722-3p,,,,,,
SLC39A9,0.017857142857142905,0.526,0.632,0.733,1,hsa-miR-371b-5p,,,,,,
ZNF426,0.017857142857142905,0.767,0.78,1.41,1,hsa-miR-371b-5p,,,,,,
PLPP3,0.017857142857142905,0.521,0.63,0.722,1,hsa-miR-4722-3p,,,,,,
CLIP1,0.017857142857142905,0.526,0.632,0.733,1,hsa-miR-548h-5p,,,,,,
BTF3L4,0.017857142857142905,0.775,0.787,1.44,1,hsa-miR-3130-3p,,,,,,
SAMD4B,0.017857142857142905,0.521,0.63,0.722,1,hsa-miR-7854-3p,,,,,,
STK35,0.017857142857142905,0.521,0.63,0.722,1,hsa-miR-6722-3p,,,,,,
TFRC,0.017857142857142905,0.521,0.63,0.722,1,hsa-miR-4722-3p,,,,,,
ANKRD52,0.017857142857142905,0.772,0.785,1.43,1,hsa-miR-5591-5p,,,,,,
ZNF770,0.017857142857142905,0.521,0.63,0.722,1,hsa-miR-6847-3p,,,,,,
ZNF708,0.017857142857142905,0.769,0.782,1.42,1,hsa-miR-6769b-5p,,,,,,
ABCB7,0.017857142857142905,0.526,0.632,0.733,1,hsa-miR-7703,,,,,,
CSNK1E,0.017857142857142905,0.526,0.632,0.733,1,hsa-miR-4722-3p,,,,,,
PHF7,0.017857142857142905,0.526,0.632,0.733,1,hsa-miR-371b-5p,,,,,,
KIF2C,0.017857142857142905,0.526,0.632,0.733,1,hsa-miR-548h-5p,,,,,,
RBM28,0.017857142857142905,0.769,0.782,1.42,1,hsa-miR-7703,,,,,,
MAP1B,0.017857142857142905,0.526,0.632,0.733,1,hsa-miR-4282,,,,,,
MCC,0.017857142857142905,0.526,0.632,0.733,1,hsa-miR-548h-5p,,,,,,
NNT,0.017857142857142905,0.526,0.632,0.733,1,hsa-miR-4524b-5p,,,,,,
NPM3,0.017857142857142905,0.526,0.632,0.733,1,hsa-miR-548h-5p,,,,,,
PAG1,0.017857142857142905,0.526,0.632,0.733,1,hsa-miR-371b-5p,,,,,,
PARD3,0.017857142857142905,0.526,0.632,0.733,1,hsa-miR-6829-3p,,,,,,
CCNE2,0.017857142857142905,0.375,0.595,0.463,1,hsa-miR-4524b-5p,,,,,,
TMEM78,0.017857142857142905,0.317,0.592,0.377,1,hsa-miR-4722-3p,,,,,,
C22orf39,0.017857142857142905,0.382,0.595,0.474,1,hsa-miR-371b-5p,,,,,,
HMGN3,0.017857142857142905,0.15,0.592,0.162,1,hsa-miR-4524b-5p,,,,,,
HIST1H2BN,0.017857142857142905,0.187,0.592,0.205,1,hsa-miR-7703,,,,,,
HIST1H3A,0.017857142857142905,0.15,0.592,0.162,1,hsa-miR-1229-3p,,,,,,
HIST1H4C,0.017857142857142905,0.187,0.592,0.205,1,hsa-miR-1229-3p,,,,,,
HIST3H3,0.017857142857142905,0.271,0.592,0.312,1,hsa-miR-6769b-5p,,,,,,
HLA-DOA,0.017857142857142905,0.271,0.592,0.312,1,hsa-miR-1253,,,,,,
HLCS,0.017857142857142905,0.294,0.592,0.345,1,hsa-miR-6829-3p,,,,,,
HMGCLL1,0.017857142857142905,0.204,0.592,0.226,1,hsa-miR-5585-3p,,,,,,
HMX3,0.017857142857142905,0.339,0.592,0.409,1,hsa-miR-7703,,,,,,
GTF2I,0.017857142857142905,0.169,0.592,0.183,1,hsa-miR-1229-3p,,,,,,
HNRNPD,0.017857142857142905,0.246,0.592,0.28,1,hsa-miR-1229-3p,,,,,,
HNRNPK,0.017857142857142905,0.213,0.592,0.237,1,hsa-miR-1229-3p,,,,,,
HOOK1,0.017857142857142905,0.195,0.592,0.215,1,hsa-miR-218-2-3p,,,,,,
HOXA5,0.017857142857142905,0.317,0.592,0.377,1,hsa-miR-5585-3p,,,,,,
HOXC6,0.017857142857142905,0.294,0.592,0.345,1,hsa-miR-6769b-5p,,,,,,
HOXD11,0.017857142857142905,0.332,0.592,0.399,1,hsa-miR-4749-5p,,,,,,
HOXD3,0.017857142857142905,0.263,0.592,0.302,1,hsa-miR-4749-5p,,,,,,
HIST1H2AE,0.017857142857142905,0.287,0.592,0.334,1,hsa-miR-6769b-5p,,,,,,
HIST1H1B,0.017857142857142905,0.178,0.592,0.194,1,hsa-miR-1227-5p,,,,,,
HIGD2A,0.017857142857142905,0.169,0.592,0.183,1,hsa-miR-6722-3p,,,,,,
HIC1,0.017857142857142905,0.122,0.592,0.129,1,hsa-miR-4749-5p,,,,,,
GUCA1B,0.017857142857142905,0.15,0.592,0.162,1,hsa-miR-6802-3p,,,,,,
GUCD1,0.017857142857142905,0.255,0.592,0.291,1,hsa-miR-371b-5p,,,,,,
GUCY1A3,0.017857142857142905,0.0108,0.592,0.0108,1,hsa-miR-412-3p,,,,,,
GUK1,0.017857142857142905,0.141,0.592,0.151,1,hsa-miR-6802-3p,,,,,,
GYG2,0.017857142857142905,0.093,0.592,0.097,1,hsa-miR-6829-3p,,,,,,
HADHB,0.017857142857142905,0.325,0.592,0.388,1,hsa-miR-1229-3p,,,,,,
HAPLN1,0.017857142857142905,0.178,0.592,0.194,1,hsa-miR-5587-5p,,,,,,
HARBI1,0.017857142857142905,0.294,0.592,0.345,1,hsa-miR-7854-3p,,,,,,
HCAR1,0.017857142857142905,0.302,0.592,0.356,1,hsa-miR-7703,,,,,,
HCN2,0.017857142857142905,0.221,0.592,0.248,1,hsa-miR-6722-3p,,,,,,
HDAC4,0.017857142857142905,0.195,0.592,0.215,1,hsa-miR-4282,,,,,,
HELZ,0.017857142857142905,0.178,0.592,0.194,1,hsa-miR-4282,,,,,,
HERPUD2,0.017857142857142905,0.325,0.592,0.388,1,hsa-miR-7703,,,,,,
HHLA3,0.017857142857142905,0.122,0.592,0.129,1,hsa-miR-1227-5p,,,,,,
HIBADH,0.017857142857142905,0.187,0.592,0.205,1,hsa-miR-412-3p,,,,,,
HPCAL1,0.017857142857142905,0.339,0.592,0.409,1,hsa-miR-5587-5p,,,,,,
HS3ST5,0.017857142857142905,0.093,0.592,0.097,1,hsa-miR-7151-5p,,,,,,
HSPB6,0.017857142857142905,0.178,0.592,0.194,1,hsa-miR-6722-3p,,,,,,
IL5RA,0.017857142857142905,0.221,0.592,0.248,1,hsa-miR-5591-5p,,,,,,
INS,0.017857142857142905,0.032,0.592,0.0323,1,hsa-miR-412-3p,,,,,,
INSIG2,0.017857142857142905,0.294,0.592,0.345,1,hsa-miR-7151-5p,,,,,,
INTS10,0.017857142857142905,0.0424,0.592,0.0431,1,hsa-miR-1229-3p,,,,,,
INTS13,0.017857142857142905,0.279,0.592,0.323,1,hsa-miR-371b-5p,,,,,,
INTS3,0.017857142857142905,0.332,0.592,0.399,1,hsa-miR-412-3p,,,,,,
IPO13,0.017857142857142905,0.0528,0.592,0.0539,1,hsa-miR-412-3p,,,,,,
IQSEC1,0.017857142857142905,0.271,0.592,0.312,1,hsa-miR-6829-3p,,,,,,
IRAK1BP1,0.017857142857142905,0.332,0.592,0.399,1,hsa-miR-7703,,,,,,
IRF4,0.017857142857142905,0.238,0.592,0.269,1,hsa-miR-6847-3p,,,,,,
ISLR2,0.017857142857142905,0.187,0.592,0.205,1,hsa-miR-4282,,,,,,
ITGA5,0.017857142857142905,0.255,0.592,0.291,1,hsa-miR-1229-3p,,,,,,
ITPR2,0.017857142857142905,0.141,0.592,0.151,1,hsa-miR-4722-3p,,,,,,
JAG1,0.017857142857142905,0.255,0.592,0.291,1,hsa-miR-4282,,,,,,
JAK3,0.017857142857142905,0.132,0.592,0.14,1,hsa-miR-7703,,,,,,
JAKMIP2,0.017857142857142905,0.263,0.592,0.302,1,hsa-miR-1229-3p,,,,,,
IMPACT,0.017857142857142905,0.141,0.592,0.151,1,hsa-miR-7703,,,,,,
IL31RA,0.017857142857142905,0.141,0.592,0.151,1,hsa-miR-6722-3p,,,,,,
HTR5A-AS1,0.017857142857142905,0.213,0.592,0.237,1,hsa-miR-7703,,,,,,
IL2RB,0.017857142857142905,0.204,0.592,0.226,1,hsa-miR-5591-5p,,,,,,
HUNK,0.017857142857142905,0.178,0.592,0.194,1,hsa-miR-1229-3p,,,,,,
HUS1,0.017857142857142905,0.271,0.592,0.312,1,hsa-miR-6769b-5p,,,,,,
IARS,0.017857142857142905,0.169,0.592,0.183,1,hsa-miR-412-3p,,,,,,
ICK,0.017857142857142905,0.294,0.592,0.345,1,hsa-miR-449c-3p,,,,,,
ID3,0.017857142857142905,0.294,0.592,0.345,1,hsa-miR-7151-5p,,,,,,
IDH2,0.017857142857142905,0.16,0.592,0.172,1,hsa-miR-6829-3p,,,,,,
IFNB1,0.017857142857142905,0.132,0.592,0.14,1,hsa-miR-4282,,,,,,
IFNE,0.017857142857142905,0.16,0.592,0.172,1,hsa-miR-5585-3p,,,,,,
IFNGR2,0.017857142857142905,0.213,0.592,0.237,1,hsa-miR-7151-5p,,,,,,
IFT22,0.017857142857142905,0.187,0.592,0.205,1,hsa-miR-4722-3p,,,,,,
IGLON5,0.017857142857142905,0.294,0.592,0.345,1,hsa-miR-6829-3p,,,,,,
IL17RA,0.017857142857142905,0.213,0.592,0.237,1,hsa-miR-7854-3p,,,,,,
IL17RB,0.017857142857142905,0.339,0.592,0.409,1,hsa-miR-7703,,,,,,
IL17RD,0.017857142857142905,0.113,0.592,0.119,1,hsa-miR-4722-3p,,,,,,
IL1RL2,0.017857142857142905,0.122,0.592,0.129,1,hsa-miR-1229-3p,,,,,,
GTPBP1,0.017857142857142905,0.263,0.592,0.302,1,hsa-miR-3130-3p,,,,,,
GTF2H2,0.017857142857142905,0.213,0.592,0.237,1,hsa-miR-4722-3p,,,,,,
JPT2,0.017857142857142905,0.213,0.592,0.237,1,hsa-miR-6829-3p,,,,,,
GADD45A,0.017857142857142905,0.15,0.592,0.162,1,hsa-miR-4282,,,,,,
FRY,0.017857142857142905,0.339,0.592,0.409,1,hsa-miR-548h-5p,,,,,,
FTCD,0.017857142857142905,0.113,0.592,0.119,1,hsa-miR-4722-3p,,,,,,
FTSJ3,0.017857142857142905,0.302,0.592,0.356,1,hsa-miR-6769b-5p,,,,,,
FXR2,0.017857142857142905,0.271,0.592,0.312,1,hsa-miR-1227-5p,,,,,,
FZD7,0.017857142857142905,0.302,0.592,0.356,1,hsa-miR-6722-3p,,,,,,
G6PD,0.017857142857142905,0.246,0.592,0.28,1,hsa-miR-6769b-5p,,,,,,
GABRB3,0.017857142857142905,0.31,0.592,0.366,1,hsa-miR-6802-3p,,,,,,
GAL,0.017857142857142905,0.0831,0.592,0.0862,1,hsa-miR-7151-5p,,,,,,
GTF2H1,0.017857142857142905,0.255,0.592,0.291,1,hsa-miR-7703,,,,,,
GALNS,0.017857142857142905,0.093,0.592,0.097,1,hsa-miR-6722-3p,,,,,,
GALNT1,0.017857142857142905,0.325,0.592,0.388,1,hsa-miR-5585-3p,,,,,,
GALNT17,0.017857142857142905,0.132,0.592,0.14,1,hsa-miR-4722-3p,,,,,,
GALNT8,0.017857142857142905,0.16,0.592,0.172,1,hsa-miR-7151-5p,,,,,,
GAPDH,0.017857142857142905,0.255,0.592,0.291,1,hsa-miR-1229-3p,,,,,,
GAS2L3,0.017857142857142905,0.141,0.592,0.151,1,hsa-miR-4524b-5p,,,,,,
GATA2,0.017857142857142905,0.15,0.592,0.162,1,hsa-miR-1253,,,,,,
FREM2,0.017857142857142905,0.246,0.592,0.28,1,hsa-miR-371b-5p,,,,,,
FPR2,0.017857142857142905,0.255,0.592,0.291,1,hsa-miR-371b-5p,,,,,,
FOXR2,0.017857142857142905,0.178,0.592,0.194,1,hsa-miR-412-3p,,,,,,
FOXL2NB,0.017857142857142905,0.271,0.592,0.312,1,hsa-miR-7703,,,,,,
FER,0.017857142857142905,0.279,0.592,0.323,1,hsa-miR-5585-3p,,,,,,
FEZ2,0.017857142857142905,0.15,0.592,0.162,1,hsa-miR-4282,,,,,,
FFAR4,0.017857142857142905,0.317,0.592,0.377,1,hsa-miR-3130-3p,,,,,,
FGB,0.017857142857142905,0.178,0.592,0.194,1,hsa-miR-5587-5p,,,,,,
FGD1,0.017857142857142905,0.113,0.592,0.119,1,hsa-miR-7151-5p,,,,,,
FGF5,0.017857142857142905,0.279,0.592,0.323,1,hsa-miR-371b-5p,,,,,,
FGFR4,0.017857142857142905,0.263,0.592,0.302,1,hsa-miR-6722-3p,,,,,,
FGFRL1,0.017857142857142905,0.195,0.592,0.215,1,hsa-miR-3130-3p,,,,,,
FKBP4,0.017857142857142905,0.294,0.592,0.345,1,hsa-miR-1253,,,,,,
FKBP9,0.017857142857142905,0.31,0.592,0.366,1,hsa-miR-4282,,,,,,
FMN2,0.017857142857142905,0.0424,0.592,0.0431,1,hsa-miR-4282,,,,,,
FMNL2,0.017857142857142905,0.339,0.592,0.409,1,hsa-miR-1229-3p,,,,,,
FOXA1,0.017857142857142905,0.294,0.592,0.345,1,hsa-miR-218-2-3p,,,,,,
FOXH1,0.017857142857142905,0.187,0.592,0.205,1,hsa-miR-6802-3p,,,,,,
FOXL2,0.017857142857142905,0.113,0.592,0.119,1,hsa-miR-1253,,,,,,
GATC,0.017857142857142905,0.15,0.592,0.162,1,hsa-miR-4722-3p,,,,,,
GBP4,0.017857142857142905,0.302,0.592,0.356,1,hsa-miR-4722-3p,,,,,,
GDPD5,0.017857142857142905,0.287,0.592,0.334,1,hsa-miR-6722-3p,,,,,,
GPATCH2L,0.017857142857142905,0.0831,0.592,0.0862,1,hsa-miR-3130-3p,,,,,,
GPN1,0.017857142857142905,0.187,0.592,0.205,1,hsa-miR-4722-3p,,,,,,
GPN2,0.017857142857142905,0.325,0.592,0.388,1,hsa-miR-4722-3p,,,,,,
GPR182,0.017857142857142905,0.132,0.592,0.14,1,hsa-miR-1229-3p,,,,,,
GPR20,0.017857142857142905,0.221,0.592,0.248,1,hsa-miR-4749-5p,,,,,,
GPR37L1,0.017857142857142905,0.317,0.592,0.377,1,hsa-miR-371b-5p,,,,,,
GPR82,0.017857142857142905,0.31,0.592,0.366,1,hsa-miR-6769b-5p,,,,,,
GPX6,0.017857142857142905,0.122,0.592,0.129,1,hsa-miR-7151-5p,,,,,,
GPX7,0.017857142857142905,0.113,0.592,0.119,1,hsa-miR-7854-3p,,,,,,
GRIPAP1,0.017857142857142905,0.103,0.592,0.108,1,hsa-miR-449c-3p,,,,,,
GRK1,0.017857142857142905,0.16,0.592,0.172,1,hsa-miR-5587-5p,,,,,,
GRM5,0.017857142857142905,0.287,0.592,0.334,1,hsa-miR-548h-5p,,,,,,
GRM6,0.017857142857142905,0.221,0.592,0.248,1,hsa-miR-4722-3p,,,,,,
GSG1,0.017857142857142905,0.271,0.592,0.312,1,hsa-miR-4524b-5p,,,,,,
GSTM3,0.017857142857142905,0.195,0.592,0.215,1,hsa-miR-6829-3p,,,,,,
GTF2E2,0.017857142857142905,0.195,0.592,0.215,1,hsa-miR-7703,,,,,,
GPI,0.017857142857142905,0.255,0.592,0.291,1,hsa-miR-1229-3p,,,,,,
GOLGA5,0.017857142857142905,0.169,0.592,0.183,1,hsa-miR-7854-3p,,,,,,
GDPGP1,0.017857142857142905,0.339,0.592,0.409,1,hsa-miR-3130-3p,,,,,,
GNB4,0.017857142857142905,0.255,0.592,0.291,1,hsa-miR-6829-3p,,,,,,
GFER,0.017857142857142905,0.246,0.592,0.28,1,hsa-miR-6722-3p,,,,,,
GFRAL,0.017857142857142905,0.093,0.592,0.097,1,hsa-miR-1253,,,,,,
GGT7,0.017857142857142905,0.0831,0.592,0.0862,1,hsa-miR-6829-3p,,,,,,
GINS3,0.017857142857142905,0.263,0.592,0.302,1,hsa-miR-6769b-5p,,,,,,
GJA9,0.017857142857142905,0.122,0.592,0.129,1,hsa-miR-4722-3p,,,,,,
GLB1L3,0.017857142857142905,0.246,0.592,0.28,1,hsa-miR-7703,,,,,,
GLI2,0.017857142857142905,0.317,0.592,0.377,1,hsa-miR-6769b-5p,,,,,,
GLTP,0.017857142857142905,0.271,0.592,0.312,1,hsa-miR-371b-5p,,,,,,
