"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5","microRNA 6","microRNA 7","microRNA 8","microRNA 9"
"NNT","0.700","0.784","1.18","1","hsa-miR-646","","","","","","","",""
"PAQR5","0.700","0.784","1.18","1","hsa-miR-6780a-5p","","","","","","","",""
"PEG10","0.700","0.784","1.19","2","hsa-miR-4472","hsa-miR-4443","","","","","","",""
"PNRC2","0.700","0.784","1.18","1","hsa-miR-646","","","","","","","",""
"TMEM91","0.700","0.784","1.18","1","hsa-miR-6780a-5p","","","","","","","",""
"UBE2Q1","0.700","0.784","1.18","1","hsa-miR-6793-5p","","","","","","","",""
"A1CF","0.705","0.786","1.19","1","hsa-miR-4685-3p","","","","","","","",""
"ADH5","0.705","0.786","1.19","1","hsa-miR-1227-3p","","","","","","","",""
"AMOTL1","0.705","0.786","1.19","1","hsa-miR-5698","","","","","","","",""
"CLU","0.705","0.786","1.19","1","hsa-miR-4443","","","","","","","",""
"ENTPD4","0.705","0.786","1.19","1","hsa-miR-4456","","","","","","","",""
"FZD9","0.705","0.786","1.19","1","hsa-miR-6730-5p","","","","","","","",""
"LRRC55","0.705","0.786","1.19","1","hsa-miR-1290","","","","","","","",""
"NEK9","0.705","0.786","1.19","1","hsa-miR-940","","","","","","","",""
"NRBF2","0.705","0.786","1.19","1","hsa-miR-1185-2-3p","","","","","","","",""
"PDGFB","0.705","0.786","1.19","1","hsa-miR-6730-5p","","","","","","","",""
"POC1A","0.705","0.786","1.19","1","hsa-miR-5698","","","","","","","",""
"PRR13","0.705","0.786","1.19","1","hsa-miR-1227-3p","","","","","","","",""
"RSL1D1","0.705","0.786","1.19","1","hsa-miR-4443","","","","","","","",""
"SLC16A9","0.705","0.786","1.19","1","hsa-miR-31-3p","","","","","","","",""
"TTC9C","0.705","0.786","1.19","1","hsa-miR-6780a-5p","","","","","","","",""
"TXLNG","0.705","0.786","1.19","1","hsa-miR-1290","","","","","","","",""
"ADO","0.710","0.788","1.21","1","hsa-miR-495-5p","","","","","","","",""
"AKT1","0.710","0.788","1.21","1","hsa-miR-185-3p","","","","","","","",""
"B4GALT1","0.710","0.788","1.21","1","hsa-miR-940","","","","","","","",""
"CSE1L","0.710","0.788","1.21","1","hsa-miR-1227-3p","","","","","","","",""
"GATA6","0.709","0.788","1.19","3","hsa-miR-5698","hsa-miR-944","hsa-miR-6076","","","","","",""
"GRK3","0.710","0.788","1.21","1","hsa-miR-185-3p","","","","","","","",""
"GTF3C6","0.710","0.788","1.21","1","hsa-miR-940","","","","","","","",""
"IGF2R","0.710","0.788","1.21","1","hsa-miR-6877-5p","","","","","","","",""
"LDHA","0.710","0.788","1.21","1","hsa-miR-4769-5p","","","","","","","",""
"LIPA","0.710","0.788","1.21","1","hsa-miR-944","","","","","","","",""
"NFATC2IP","0.710","0.788","1.21","1","hsa-miR-4483","","","","","","","",""
"REPIN1","0.710","0.788","1.21","1","hsa-miR-4456","","","","","","","",""
"RSRC1","0.710","0.788","1.21","1","hsa-miR-5698","","","","","","","",""
"SLC43A2","0.710","0.788","1.21","1","hsa-miR-4685-3p","","","","","","","",""
"STRN","0.710","0.788","1.21","1","hsa-miR-4313","","","","","","","",""
"TNFSF15","0.710","0.788","1.21","1","hsa-miR-1470","","","","","","","",""
"ZBTB10","0.710","0.788","1.21","1","hsa-miR-1224-5p","","","","","","","",""
"CELF1","0.712","0.789","1.20","3","hsa-miR-495-5p","hsa-miR-3652","hsa-miR-5698","","","","","",""
"ZNF431","0.712","0.789","1.22","2","hsa-miR-941","hsa-miR-504-3p","","","","","","",""
"CD55","0.716","0.791","1.23","1","hsa-miR-4489","","","","","","","",""
"EMC1","0.716","0.791","1.23","1","hsa-miR-1227-3p","","","","","","","",""
"KIAA0408","0.716","0.791","1.23","1","hsa-miR-646","","","","","","","",""
"NONO","0.716","0.791","1.23","1","hsa-miR-940","","","","","","","",""
"PDF","0.716","0.791","1.23","1","hsa-miR-6877-5p","","","","","","","",""
"SAMD12","0.716","0.791","1.23","1","hsa-miR-4685-3p","","","","","","","",""
"SHISA6","0.716","0.791","1.23","1","hsa-miR-4685-3p","","","","","","","",""
"SLC25A16","0.716","0.791","1.23","1","hsa-miR-6805-3p","","","","","","","",""
"SNRPD1","0.715","0.791","1.23","2","hsa-miR-6780a-5p","hsa-miR-940","","","","","","",""
"SP1","0.715","0.791","1.23","2","hsa-miR-31-3p","hsa-miR-4685-3p","","","","","","",""
"TRAF6","0.716","0.791","1.23","1","hsa-miR-4483","","","","","","","",""
"BTLA","0.721","0.795","1.25","1","hsa-miR-940","","","","","","","",""
"FAT3","0.721","0.795","1.25","1","hsa-miR-6780a-5p","","","","","","","",""
"HSBP1","0.721","0.795","1.25","1","hsa-miR-1227-3p","","","","","","","",""
"OLFML2A","0.721","0.795","1.25","1","hsa-miR-940","","","","","","","",""
"PELP1","0.721","0.795","1.25","1","hsa-miR-6780a-5p","","","","","","","",""
"PLEKHA2","0.721","0.795","1.25","1","hsa-miR-1470","","","","","","","",""
"RAB21","0.721","0.795","1.25","1","hsa-miR-6780a-5p","","","","","","","",""
"ZBTB43","0.721","0.795","1.25","1","hsa-miR-1202","","","","","","","",""
"AGMAT","0.726","0.798","1.26","1","hsa-miR-6776-5p","","","","","","","",""
"AURKA","0.726","0.798","1.26","1","hsa-miR-1290","","","","","","","",""
"CLSPN","0.726","0.798","1.26","1","hsa-miR-6780a-5p","","","","","","","",""
"CNNM3","0.726","0.798","1.26","1","hsa-miR-1470","","","","","","","",""
"HIST1H2BJ","0.726","0.798","1.26","1","hsa-miR-320b","","","","","","","",""
"INTS7","0.726","0.798","1.26","1","hsa-miR-6780a-5p","","","","","","","",""
"RBFOX2","0.726","0.798","1.26","1","hsa-miR-320d","","","","","","","",""
"SEPHS1","0.726","0.798","1.26","1","hsa-miR-1227-3p","","","","","","","",""
"TRPS1","0.726","0.798","1.26","1","hsa-miR-941","","","","","","","",""
"FAM71F2","0.726","0.798","1.26","2","hsa-miR-504-3p","hsa-miR-6780a-5p","","","","","","",""
"SUGT1","0.726","0.798","1.26","2","hsa-miR-5100","hsa-miR-6780a-5p","","","","","","",""
"CAPZB","0.730","0.799","1.28","1","hsa-miR-6780a-5p","","","","","","","",""
"CDKN1B","0.730","0.799","1.26","2","hsa-miR-4685-3p","hsa-miR-1185-2-3p","","","","","","",""
"CFL2","0.730","0.799","1.28","1","hsa-miR-940","","","","","","","",""
"ESYT1","0.730","0.799","1.28","1","hsa-miR-1224-5p","","","","","","","",""
"FAM102B","0.730","0.799","1.28","1","hsa-miR-4685-3p","","","","","","","",""
"FAM118A","0.730","0.799","1.28","1","hsa-miR-940","","","","","","","",""
"FBXO47","0.730","0.799","1.28","1","hsa-miR-495-5p","","","","","","","",""
"LIMA1","0.730","0.799","1.28","1","hsa-miR-6805-3p","","","","","","","",""
"MYO10","0.730","0.799","1.28","1","hsa-miR-6805-3p","","","","","","","",""
"NUP50","0.730","0.799","1.28","1","hsa-miR-646","","","","","","","",""
"RAC1","0.730","0.799","1.28","1","hsa-miR-5572","","","","","","","",""
"RGS6","0.730","0.799","1.28","1","hsa-miR-185-3p","","","","","","","",""
"SET","0.730","0.799","1.28","1","hsa-miR-1185-2-3p","","","","","","","",""
"SRCIN1","0.730","0.799","1.28","1","hsa-miR-1290","","","","","","","",""
"STX16","0.730","0.799","1.28","1","hsa-miR-17-3p","","","","","","","",""
"WT1","0.730","0.799","1.28","1","hsa-miR-940","","","","","","","",""
"ZDHHC24","0.730","0.799","1.28","1","hsa-miR-1227-3p","","","","","","","",""
"C11orf57","0.735","0.801","1.30","1","hsa-miR-5698","","","","","","","",""
"CD2AP","0.735","0.801","1.30","1","hsa-miR-646","","","","","","","",""
"CSTF1","0.735","0.801","1.30","1","hsa-miR-6780a-5p","","","","","","","",""
"DICER1","0.735","0.801","1.30","1","hsa-miR-31-3p","","","","","","","",""
"EFCAB11","0.735","0.801","1.30","1","hsa-miR-495-5p","","","","","","","",""
"MAPK6","0.735","0.801","1.30","1","hsa-miR-4483","","","","","","","",""
"PLSCR1","0.735","0.801","1.30","1","hsa-miR-1224-5p","","","","","","","",""
"PPFIBP1","0.735","0.801","1.30","1","hsa-miR-6780a-5p","","","","","","","",""
"RAB11B","0.735","0.801","1.30","1","hsa-miR-6877-5p","","","","","","","",""
"RAD51","0.733","0.801","1.27","2","hsa-miR-6780a-5p","hsa-miR-940","","","","","","",""
"UBE2V2","0.735","0.801","1.30","1","hsa-miR-6805-3p","","","","","","","",""
"URM1","0.735","0.801","1.30","1","hsa-miR-1470","","","","","","","",""
"ZNF844","0.735","0.801","1.30","1","hsa-miR-940","","","","","","","",""
"ASH1L","0.740","0.804","1.32","1","hsa-miR-646","","","","","","","",""
"EXOC8","0.740","0.804","1.32","1","hsa-miR-6780a-5p","","","","","","","",""
"ISY1","0.740","0.804","1.32","1","hsa-miR-6793-5p","","","","","","","",""
"JARID2","0.740","0.804","1.32","1","hsa-miR-342-5p","","","","","","","",""
"NRAS","0.740","0.804","1.32","1","hsa-miR-944","","","","","","","",""
"PHACTR4","0.740","0.804","1.32","1","hsa-miR-6780a-5p","","","","","","","",""
"SPPL3","0.740","0.804","1.32","1","hsa-miR-516a-5p","","","","","","","",""
"ZDHHC20","0.740","0.804","1.32","1","hsa-miR-7110-5p","","","","","","","",""
"ZNF268","0.740","0.804","1.32","1","hsa-miR-6076","","","","","","","",""
"ZNF329","0.740","0.804","1.32","1","hsa-miR-6780a-5p","","","","","","","",""
"ZNF551","0.740","0.804","1.32","1","hsa-miR-3652","","","","","","","",""
"ATM","0.745","0.806","1.33","1","hsa-miR-940","","","","","","","",""
"CNNM4","0.745","0.806","1.33","1","hsa-miR-4483","","","","","","","",""
"ERCC1","0.745","0.806","1.33","1","hsa-miR-5572","","","","","","","",""
"FLCN","0.745","0.806","1.33","1","hsa-miR-940","","","","","","","",""
"LMBR1L","0.745","0.806","1.33","1","hsa-miR-4489","","","","","","","",""
"LMNB1","0.745","0.806","1.33","1","hsa-miR-1224-5p","","","","","","","",""
"MTA3","0.745","0.806","1.33","1","hsa-miR-4685-3p","","","","","","","",""
"NSD1","0.745","0.806","1.33","1","hsa-miR-1470","","","","","","","",""
"PALM2","0.745","0.806","1.33","1","hsa-miR-1470","","","","","","","",""
"PSAT1","0.745","0.806","1.33","1","hsa-miR-646","","","","","","","",""
"SATB2","0.745","0.806","1.33","1","hsa-miR-320b","","","","","","","",""
"TACO1","0.745","0.806","1.33","1","hsa-miR-6780a-5p","","","","","","","",""
"TRIM72","0.744","0.806","1.30","2","hsa-miR-4443","hsa-miR-6780a-5p","","","","","","",""
"TSC22D2","0.744","0.806","1.30","2","hsa-miR-1227-3p","hsa-miR-646","","","","","","",""
"ZNF85","0.745","0.806","1.33","1","hsa-miR-1470","","","","","","","",""
"MSANTD4","0.747","0.808","1.31","2","hsa-miR-5698","hsa-miR-940","","","","","","",""
"DRAXIN","0.749","0.809","1.35","1","hsa-miR-5572","","","","","","","",""
"EIF4EBP2","0.749","0.809","1.35","1","hsa-miR-944","","","","","","","",""
"IRAK4","0.749","0.809","1.35","1","hsa-miR-940","","","","","","","",""
"PGAM1","0.749","0.809","1.35","1","hsa-miR-6780a-5p","","","","","","","",""
"AKIRIN1","0.754","0.812","1.37","1","hsa-miR-646","","","","","","","",""
"ARHGAP1","0.754","0.812","1.37","1","hsa-miR-940","","","","","","","",""
"CDKN2AIPNL","0.754","0.812","1.37","1","hsa-miR-6780a-5p","","","","","","","",""
"DPM2","0.754","0.812","1.37","1","hsa-miR-6780a-5p","","","","","","","",""
"DYRK3","0.754","0.812","1.37","1","hsa-miR-4685-3p","","","","","","","",""
"EDEM3","0.754","0.812","1.37","1","hsa-miR-3652","","","","","","","",""
"TRMO","0.754","0.812","1.37","1","hsa-miR-6780a-5p","","","","","","","",""
"UNC5B","0.754","0.812","1.37","1","hsa-miR-7110-5p","","","","","","","",""
"CBX3","0.758","0.815","1.39","1","hsa-miR-31-3p","","","","","","","",""
"DLC1","0.758","0.815","1.39","1","hsa-miR-646","","","","","","","",""
"EEF2","0.758","0.815","1.39","1","hsa-miR-6741-5p","","","","","","","",""
"ELP2","0.758","0.815","1.39","1","hsa-miR-1224-5p","","","","","","","",""
"IRF2BP2","0.758","0.815","1.39","1","hsa-miR-1185-2-3p","","","","","","","",""
"RPP14","0.758","0.815","1.39","1","hsa-miR-940","","","","","","","",""
"SP2","0.758","0.815","1.39","1","hsa-miR-6877-5p","","","","","","","",""
"TRAF7","0.758","0.815","1.39","1","hsa-miR-185-3p","","","","","","","",""
"TXNL1","0.758","0.815","1.39","1","hsa-miR-4456","","","","","","","",""
"E2F6","0.762","0.818","1.40","1","hsa-miR-4769-5p","","","","","","","",""
"FXR1","0.762","0.818","1.40","1","hsa-miR-944","","","","","","","",""
"HACE1","0.762","0.818","1.40","1","hsa-miR-5698","","","","","","","",""
"MOB3A","0.762","0.818","1.40","1","hsa-miR-940","","","","","","","",""
